Comment,Link,Name,Rating,Reviews Count,Speciality
"Malicious, miosgynistic, unempathic, narcissistic, cruel, insecure, poor fund of knowledge. Avoid!!!",ratemds.com/doctor-ratings/3649574/Dr-ROBERT+B.-LLOYD-CHICAGO-IL.html,Dr. Robert B. Lloyd,1.25,1,Psychiatrist
Appointments were very brief and curt. Was dismissive and gave no explanations. ,ratemds.com/doctor-ratings/847115/Dr-Peter+D.-Nierman-Chicago-IL.html,Dr. Peter D. Nierman,1.25,1,Psychiatrist
"Dr. Wilkinson is extremely dismissive and difficult to deal with. Every time I saw him, I was hardly allowed to finish a sentence. He asked what medications I was ta... Read more",ratemds.com/doctor-ratings/847030/Dr-Brooks+W.-Wilkinson-Chicago-IL.html,Dr. Brooks W. Wilkinson,1.25,1,Psychiatrist
Smug and arrogant. Puts on a good act but has no caring. ,ratemds.com/doctor-ratings/2942549/Dr-AARON+S.-REICHLIN-Chicago-IL.html,Dr. Aaron S. Reichlin,1,2,Psychiatrist
Total son of a btch. Good luck. Here is more info as required per this website. Do not go here.,ratemds.com/doctor-ratings/3542576/Dr-SEAN+D.-CONRIN-CHICAGO-IL.html,Dr. Sean D. Conrin,1,1,Psychiatrist
Horrible doctor. Scheduled an appointment and then didn't bother to show up. Never heard from her again...,ratemds.com/doctor-ratings/847226/Dr-Emily+M.-Hoag-Chicago-IL.html,Dr. Emily M. Hoag,1,1,Psychiatrist
"Left a voicemail for this doctor asking for callback/appointment. Never had the courtesy to return my call. In a profession that involves compassion, would I really ... Read more",ratemds.com/doctor-ratings/117719/Dr-Susan+H.-Clark-CHICAGO-IL.html,Dr. Susan H. Clark,1,1,Psychiatrist
This doctor mistook general stress and anxiety as a severe mood disorder. He prescribed a high dose of a potent medication. I found myself screaming at people whe... Read more,ratemds.com/doctor-ratings/dr-mitchell-glazer-chicago-il-us,Dr. Mitchell Glazer,1,1,Psychiatrist
"Dr. Clay is highly unfit for her position. She demonstrated adolescent behavior, and I do believe that she is in desperate need of some psychological help for herse... Read more",ratemds.com/doctor-ratings/2986373/Dr-TOYA+D.-CLAY-Chicago-IL.html,Dr. Toya D. Clay,1,1,Psychiatrist
Does not pay attention to POA. Does not follow instructions from POA. Has no certification in any field.,ratemds.com/doctor-ratings/2630830/Dr-JOLLY+C.-ANAND-Chicago-IL.html,Dr. Jolly C. Anand,1,1,Psychiatrist
"I have been a patient of Dr.Showalter's for almost a decade and though MMT has saved my life and many,many other's at CAP's, he still treats his patients like low-li... Read more",ratemds.com/doctor-ratings/2535457/Dr-CRAIG+V.-SHOWALTER-Chicago-IL.html,Dr. Craig V. Showalter,1,1,Psychiatrist
Mentally unfit to practice any kind of medicine and certainly not capable of practicing psychiatry. Definitely has God complex. Extremely deceptive and incapable of ... Read more,ratemds.com/doctor-ratings/1043466/Dr-Phyllis-Amabile-Chicago-IL.html,Dr. Phyllis Amabile,1,1,Psychiatrist
"Horrible, unprofessional, inexperienced, arrogant, lazy, entitled. Has no experience with children so why would she deal with post Partum patients. Beware, if you ... Read more",ratemds.com/doctor-ratings/3379349/Dr-KARA+M.-BROWN-Chicago-IL.html,Dr. Kara M. Brown,1,1,Psychiatrist
I would not recommend this Doctor to anyone. He misdiagnosed me and improperly medicated me. He’s unethical and also takes advantage of transference; so far he’s t... Read more,ratemds.com/doctor-ratings/847033/Dr-Burgess+C.-Wilson-Chicago-IL.html,Dr. Burgess C. Wilson,1,1,Psychiatrist
With his skills I doubt he is a doctor. He has the worst diagnostic skills as he is always trying hit and trial with no explanation. My condition got worst because o... Read more,ratemds.com/doctor-ratings/3171409/Dr-MUHAMMAD-JUNAID-Chicago-IL.html,Dr. Muhammad Junaid,1,1,Psychiatrist
"This woman is snooty, acts like she is God's gift & everyone else is nothing & below her like ants. She is not at all helpful.",ratemds.com/doctor-ratings/1043553/Dr-Rama-Embar-Chicago-IL.html,Dr. Rama Embar,1,1,Psychiatrist
Worst doctor I have ever encountered. She did not ask anything about my condition. She only talked about God only knows what and made no sense. She does not liste... Read more,ratemds.com/doctor-ratings/3028326/Dr-ALMA-RAMIC-Chicago-IL.html,Dr. Alma Ramic,1,1,Psychiatrist
I have been treated by Dr. Ryan for about 2 years now and must say that after a lifetime of necessary chiropractic care since 1981 (following a horrible car accident... Read more,ratemds.com/doctor-ratings/3485524/Dr-RYAN+A.-GLYNN-Libertyville-IL.html,Dr. Ryan A. Glynn,4.97,10,Chiropractor
"He was a true healer. He treated me for over 20 years, up until his death. He is sorely missed.",ratemds.com/doctor-ratings/2854982/Dr-ANDREW+C.-PASMINSKI-Chicago-IL.html,Dr. Andrew C. Pasminski,4.96,6,Chiropractor
Thanks for all your help and concern. I truly grateful!,ratemds.com/doctor-ratings/405203/Dr-Jason+W.-Ingham-Chicago-IL.html,Dr. Jason W. Ingham,4.96,6,Chiropractor
"She’s awesome! Knows what she’s doing, technique is spot on and she cares",ratemds.com/doctor-ratings/2626150/Dr-GINA+M.-MAKRIS-Chicago-IL.html,Dr. Gina M. Makris,5,5,Chiropractor
Dr.LeRoy is competent and passionate in his work. He cares about his patients and their concerns. He listens to their problems. I would recommend Dr.LeRoy to anyone ... Read more,ratemds.com/doctor-ratings/2887729/Dr-Nicholas+R.-Leroy-Chicago-IL.html,Dr. Nicholas R. Leroy,4.7,5,Chiropractor
It is my experience that Mr. Ghelani is an honest person who is more interested in solving problems for his patients rather than making money. It is very hard to fi... Read more,ratemds.com/doctor-ratings/125995/Dr-Kalpesh+M.-Ghelani-Chicago-IL.html,Dr. Kalpesh M. Ghelani,4.9,5,Chiropractor
Dr. Godo was very knowledgeable and quickly assessed the cause of my pain and fixed it. He is a down to earth physician who listens and figures out what is causing y... Read more,ratemds.com/doctor-ratings/405364/Dr-Jason+P.-Godo-CHICAGO-IL.html,Dr. Jason P. Godo,5,3,Chiropractor
"Dr. Samimy is the best. He himself is an athlete and practices sports medicine. Incredible experience, demonstrates exercises, reasonably priced, accommodating hou... Read more",ratemds.com/doctor-ratings/116481/Dr-Manfred-Samimy-Chicago-IL.html,Dr. Manfred Samimy,5,3,Chiropractor
Hell of a Dr. When the Ortho Dr could get me fix Dr. Andy did,ratemds.com/doctor-ratings/953214/Dr-Andrew-Vantreese-CHICAGO-IL.html,Dr. Andrew Vantreese,5,3,Chiropractor
office staff rocks! got an appointment the same day! really knows his stuff! need an appointment with a neuro and he got me an apt within one week!,ratemds.com/doctor-ratings/477650/Dr-Gerard+J.-Cicero-Chicago-IL.html,Dr. Gerard J. Cicero,4.92,3,Chiropractor
"I absolutely recommend Dr. Portnoy! She's been a fantastic help to me with a range of problems, from low back pain during pregnancy to extreme neck and shoulder pai... Read more",ratemds.com/doctor-ratings/124524/Dr-Lori+E.-Portnoy-Chicago-IL.html,Dr. Lori E. Portnoy,4.92,3,Chiropractor
I have been treated by Dr. Ryan for about 2 years now and must say that after a lifetime of necessary chiropractic care since 1981 (following a horrible car accident... Read more,ratemds.com/doctor-ratings/3485524/Dr-RYAN+A.-GLYNN-Libertyville-IL.html,Dr. Ryan A. Glynn,4.97,10,Chiropractor
Came to the office and learned that my problem was GERD. Dr Linda was able to get me feel great in no time. I would recommend her to others.,ratemds.com/doctor-ratings/2251053/Dr-LINDA+M.-KNOWSKI-Chicago-IL.html,Dr. Linda M. Knowski,4.31,4,Chiropractor
Doctor Eric is so caring and honest. His staff makes you feel comfortable and my husband and I look forward to seeing him every week!,ratemds.com/doctor-ratings/950134/Dr-Eric+R.-Ghiselli-CHICAGO-IN.html,Dr. Eric R. Ghiselli,4.19,4,Chiropractor
"She has helped me over and over again for twenty plus years.
Thank you.",ratemds.com/doctor-ratings/3296666/Dr-MONIKA+M.-PENKSA-ROSSI-Chicago-IL.html,Dr. Monika M. Penksa-Rossi,5,2,Chiropractor
Dr. Andrew and his staff really got me better. I was having sciatic pain and tried physical therapy first. A friend of mine got me in to see Dr Andrew since I wasn'... Read more,ratemds.com/doctor-ratings/3062697/Dr-ANDREW+B.-GARD-Chicago-IL.html,Dr. Andrew B. Gard,5,2,Chiropractor
Dr. Wolcott is very attentive and caring I'm amazed at my progress Thank you Dr. Walcott ---Evelyn.,ratemds.com/doctor-ratings/404389/Dr-Christopher+C.-Wolcott-Chicago-IL.html,Dr. Christopher C. Wolcott,5,2,Chiropractor
"Dr. Paul Hackett is a very well educated chiropractor and understands pain, discomfort and the methods to rid the body of such. He has helped me with back, leg, Achi... Read more",ratemds.com/doctor-ratings/476194/Dr-PAUL+T.-Hackett-Chicago-IL.html,Dr. PAUL T. Hackett,5,2,Chiropractor
He did a great job adjusting me. Great hands. I feel so much better,ratemds.com/doctor-ratings/2611078/Dr-DALE+A.-ZUEHLKE-Chicago-IL.html,Dr. Dale A. Zuehlke,5,2,Chiropractor
Great office and staff! I have had chronic headaches for 10 years and within 3 weeks my headaches were 90% improved. Dr. Creevy Knox is wonderful and listens to yo... Read more,ratemds.com/doctor-ratings/129684/Dr-Christina-KNOX-CHICAGO-IL.html,Dr. Christina KNOX,5,2,Chiropractor
I first saw Dr. Rafie at Midwest Chiropractic six months ago after seeing an ad in a magazine about him. I had severe back problems and was told by my physician that... Read more,ratemds.com/doctor-ratings/474821/Dr-Ali-Rafie-Safaie-Chicago-IL.html,Dr. Ali Rafie-Safaie,5,2,Chiropractor
"A true professional who knows all aspects of his craft well. A good listener, explains his treatment plan in a manner I can understand!",ratemds.com/doctor-ratings/3661306/Dr-BRANDON-KORFEL-CHICAGO-IL.html,Dr. Brandon Korfel,5,2,Chiropractor
I have been treated by Dr. Ryan for about 2 years now and must say that after a lifetime of necessary chiropractic care since 1981 (following a horrible car accident... Read more,ratemds.com/doctor-ratings/3485524/Dr-RYAN+A.-GLYNN-Libertyville-IL.html,Dr. Ryan A. Glynn,4.97,10,Chiropractor
"I can emphase the opinion below.Dr Gozdalski is empathic,friendly person ,with huge experience with exeoptional attitude to the patient.I am getting better every ... Read more",ratemds.com/doctor-ratings/2833189/Dr-WITOLD+T.-GOZDALSKI-Chicago-IL.html,Dr. Witold T. Gozdalski,5,2,Chiropractor
Dr Collins is an excellent Chiropractor and is also a Naturopath so it's like you have 2 doctors in one. She is very nice and patient and takes her time with your ... Read more,ratemds.com/doctor-ratings/2954985/Dr-SHARON+E.-JENKINS-COLLINS-Chicago-IL.html,Dr. Sharon E. Jenkins-Collins,5,2,Chiropractor
"After caring for ill loved ones, the strain from lifting dead weight on my arms, shoulders, and back--that I didn't realize at the time--caused multiple injuries. N... Read more",ratemds.com/doctor-ratings/3319813/Dr-MARY+J.-HUFFMAN-Chicago-IL.html,Dr. Mary J. Huffman,5,2,Chiropractor
Dr. Lotfi is a very nice guy and helped me a lot with my pain. He was very concerned with my well being and my overall health. Karma medical spa and wellness cente... Read more,ratemds.com/doctor-ratings/3603090/Dr-Mahmoud+S.-Lotfi-CHICAGO-IL.html,Dr. Mahmoud S. Lotfi,5,2,Chiropractor
Great doctor. He has help me with so many issues.,ratemds.com/doctor-ratings/3103851/Dr-MARVIN+Z.-JACKSON-Chicago-IL.html,Dr. Marvin Z. Jackson,5,2,Chiropractor
I visited Dr. Malartsik a few weeks ago because he was recommended to me by a friend. I had severe back pains that other Chiropractors have treated me for 6-8 weeks ... Read more,ratemds.com/doctor-ratings/3417205/Dr-Patrick+R.-Malartsik-Chicago-IL.html,Dr. Patrick R. Malartsik,5,2,Chiropractor
I have a disc problem. He explained the problem in detail. Treatment was great and pain is gone.,ratemds.com/doctor-ratings/188413/Dr-Alksander+S.-Odisho-Chicago-IL.html,Dr. Alksander S. Odisho,5,2,Chiropractor
"By far, the best chiropractor I have ever been too. I have recommended her to many people. Love her!
",ratemds.com/doctor-ratings/125528/Dr-Jennifer+L.-Beverlin-CHICAGO-IL.html,Dr. Jennifer L. Beverlin,5,4,Chiropractor
I had low back pain for years from playing hockey and exercising regularly. After meeting with him we got started right away on a path to getting me better. After a ... Read more,ratemds.com/doctor-ratings/880525/Dr-Brian+J.-Jacoby-Chicago-IL.html,Dr. Brian J. Jacoby,5,2,Chiropractor
Dr. Flaster is a great chiroprator. I have had multiple whiplashes and I don't trust my beck and back to just any chiropractor. She is gentle but effective in her ad... Read more,ratemds.com/doctor-ratings/885820/Dr-Bonny+M.-Flaster-Chicago-IL.html,Dr. Bonny M. Flaster,5,2,Chiropractor
I have been treated by Dr. Ryan for about 2 years now and must say that after a lifetime of necessary chiropractic care since 1981 (following a horrible car accident... Read more,ratemds.com/doctor-ratings/3485524/Dr-RYAN+A.-GLYNN-Libertyville-IL.html,Dr. Ryan A. Glynn,4.97,10,Chiropractor
"Dr. Jodi treated me for Bells Palsy January of 2013 and is now treating me for neck/lower back pain. I have never felt better after seeing Dr. Kirsch. Overall, my e... Read more",ratemds.com/doctor-ratings/3347007/Dr-JODI+H.-KIRSCH-CHICAGO-IL.html,Dr. Jodi H. Kirsch,5,2,Chiropractor
Best Chiropractic office I have ever been to! Also love the massage therapist,ratemds.com/doctor-ratings/3067187/Dr-Farshad+S.-Barkhordar-Chicago-IL.html,Dr. Farshad S. Barkhordar,5,2,Chiropractor
"I LOVE Dr Lee!! He keeps me feeling well, and is very knowledgeable, not only about the issues i initially sought help for...but, also about new issues that arise ... Read more",ratemds.com/doctor-ratings/2854807/Dr-BRENDAN+D.-LEE-Chicago-IL.html,Dr. Brendan D. Lee,5,2,Chiropractor
"In my experience, having been injured for almost two years and unable to work and have seen numerous doctors, this doctor is the only doctor that knows anything per... Read more",ratemds.com/doctor-ratings/2852794/Dr-EVAN+M.-OSAR-Chicago-IL.html,Dr. Evan M. Osar,5,2,Chiropractor
Very attentive and caring has helped more than any other phasician .,ratemds.com/doctor-ratings/us-il-chicago-dr-gerard-cicero,Dr. Gerard cicero,5,2,Chiropractor
"I do not write reviews very often, but I am incredibly pleased with the treatment I have received at Peak Performance. Dr. Arculeo and Dr. Vaid are wonderful doctors... Read more",ratemds.com/doctor-ratings/154517/Dr-Steven-Arculeo-Chicago-IL.html,Dr. Steven Arculeo,3.71,6,Chiropractor
I have been seeing Dr. Knecht for over ten years. I have lower back issues that flare up from time to time due to working out and I'm an avid runner. I think he's ex... Read more,ratemds.com/doctor-ratings/885327/Dr-Andrew+T.-Knecht-Chicago-IL.html,Dr. Andrew T. Knecht,4.33,3,Chiropractor
"Before meeting Danny, I had zero knowledge of holistic healing (nor had I even heard of it before) and my family is anti any of that stuff. I initially went to see h... Read more",ratemds.com/doctor-ratings/3471497/Dr-DANNY+A.-MCLANE-Chicago-IL.html,Dr. Danny A. Mclane,4.88,2,Chiropractor
Very happy with the results given by Dr. Khan. He is very intelligent and caring about his patients. There are few doctors who sincerely care about there patients ... Read more,ratemds.com/doctor-ratings/dr-bilal-khan-chicago-il-us,Dr. Bilal Khan ,4.75,2,Chiropractor
I have been very happy with my progress!! Hopefully I will never have my back pain again.,ratemds.com/doctor-ratings/2629585/Dr-PATRICIA+M.-WASCO-Chicago-IL.html,Dr. Patricia M. Wasco,4.5,2,Chiropractor
I have been treated by Dr. Ryan for about 2 years now and must say that after a lifetime of necessary chiropractic care since 1981 (following a horrible car accident... Read more,ratemds.com/doctor-ratings/3485524/Dr-RYAN+A.-GLYNN-Libertyville-IL.html,Dr. Ryan A. Glynn,4.97,10,Chiropractor
Very good chiropractor. Great knowledge of anatomy and physiology. Able to recommend PT and exercises in addition to her treatments to eradicate problems. Have seen ... Read more,ratemds.com/doctor-ratings/2841423/Dr-ESTELLE+C.-NELLA-Chicago-IL.html,Dr. Estelle C. Nella,3.83,3,Chiropractor
very knowledgeable and straight forward. always feel better after his adjustments and long term ,ratemds.com/doctor-ratings/3268167/Dr-ALDEN-CLENDENIN-Chicago-IL.html,Dr. Alden Clendenin,3.67,3,Chiropractor
